date,delay,destination,distance,Distance,origin
1/4/2001 09:00,14,TPA,,197,FLL
1/30/2001 14:00,95,AUS,189,,DAL
1/26/2001 17:05,73,SDF,,271,MDW
3/28/2001 16:05,-10,BUF,281,,BWI
3/10/2001 18:46,22,BUR,369,,PHX
3/30/2001 18:45,-8,SMF,480,,SAN
2/6/2001 20:50,-8,STL,,351,TUL
3/3/2001 10:10,-13,LBB,,341,AUS
3/14/2001 13:57,1,BWI,,611,MDW
1/1/2001 09:05,-5,MSY,487,,TPA
1/3/2001 15:30,-2,OAK,,337,LAX
2/24/2001 09:45,-7,MSY,,303,HOU
3/1/2001 15:25,17,SAT,,248,DAL
3/21/2001 06:30,-7,AUS,148,,HOU
1/7/2001 10:10,4,ABQ,580,,DAL
2/18/2001 07:05,4,SDF,727,,TPA
1/19/2001 11:15,22,BNA,448,,CLE
2/26/2001 13:40,70,PHX,,370,LAX
3/16/2001 10:35,-4,OAK,,180,RNO
1/19/2001 21:28,43,STL,880,,MCO
2/12/2001 16:03,14,LAS,407,,OAK
2/9/2001 14:40,63,ONT,,197,LAS
3/26/2001 07:08,12,PHX,,647,SMF
3/9/2001 20:08,23,DAL,237,,TUL
3/13/2001 10:40,-1,MSY,708,,IND
3/13/2001 17:07,24,LAX,714,,ELP
1/10/2001 14:55,-5,BWI,,328,PVD
3/13/2001 20:35,-20,BWI,,281,BUF
2/6/2001 20:00,0,LAS,,487,ABQ
1/27/2001 13:25,-8,SJC,,417,SAN
3/26/2001 11:50,-3,SAN,,304,PHX
3/7/2001 20:18,13,MSY,,437,DAL
2/6/2001 06:25,0,LAX,451,,TUS
3/8/2001 06:35,-4,LAS,,256,PHX
2/18/2001 15:05,-2,PHX,,325,ONT
2/24/2001 14:12,62,DAL,,296,LIT
3/22/2001 17:15,-17,LAS,1588,,BNA
1/23/2001 07:10,-5,MDW,271,,SDF
3/5/2001 14:15,0,PVD,328,,BWI
1/23/2001 16:20,5,SAT,,248,DAL
1/26/2001 09:07,-1,PHX,,651,SFO
3/11/2001 17:58,30,LAX,,337,OAK
1/12/2001 14:05,30,STL,,237,MCI
3/8/2001 12:35,10,RNO,345,,LAS
3/12/2001 17:35,-1,MCI,,967,BWI
3/28/2001 14:18,-11,ABQ,,1180,SEA
2/17/2001 14:30,18,OAK,,371,SNA
1/21/2001 14:20,-6,DAL,,580,ABQ
3/11/2001 14:20,37,HRL,,276,HOU
2/13/2001 15:07,5,MDW,271,,SDF
2/16/2001 23:08,61,PHX,256,,LAS
2/20/2001 22:15,-2,MDW,,423,OMA
3/1/2001 09:40,46,AUS,189,,DAL
2/23/2001 06:45,0,HOU,192,,SAT
3/20/2001 07:55,-12,SAN,,367,TUS
3/16/2001 07:30,-10,HOU,,239,DAL
2/12/2001 13:47,11,OAK,361,,ONT
1/6/2001 10:00,-9,TPA,727,,SDF
2/6/2001 17:00,-8,MCI,,223,TUL
1/21/2001 17:58,63,HOU,,359,JAN
1/26/2001 06:30,-4,BWI,,281,BUF
3/20/2001 20:35,30,GEG,224,,SEA
2/14/2001 06:05,-8,SJC,569,,PDX
1/19/2001 14:16,10,OAK,,337,LAX
3/30/2001 13:00,44,MCI,718,,ABQ
1/15/2001 07:55,0,BDL,,283,BWI
1/19/2001 11:05,-18,SFO,,651,PHX
2/20/2001 11:48,25,LAX,,1363,MCI
2/13/2001 13:35,-6,HOU,187,,CRP
3/10/2001 10:11,7,HOU,,239,DAL
3/2/2001 07:00,0,MCI,,1140,LAS
1/16/2001 21:55,1,HOU,670,,BNA
1/5/2001 14:40,-10,BWI,,1342,AUS
3/30/2001 07:00,-6,MSY,,303,HOU
1/23/2001 17:15,0,HOU,670,,BNA
3/22/2001 14:45,-14,MCO,1073,,ALB
3/16/2001 21:28,55,JAN,,359,HOU
3/17/2001 08:20,-9,DAL,,562,ELP
2/22/2001 09:05,-3,HOU,687,,STL
1/25/2001 21:25,39,SJC,333,,ONT
3/2/2001 12:50,-12,AUS,1164,,SAN
2/20/2001 10:10,2,SJC,,569,PDX
1/19/2001 14:45,13,SEA,697,,SJC
2/4/2001 20:55,3,ONT,197,,LAS
1/2/2001 21:35,22,PDX,,569,SJC
3/1/2001 15:00,-9,SLC,,919,MCI
2/9/2001 14:06,-5,PHX,,325,ONT
3/4/2001 07:45,30,MSY,,487,TPA
1/23/2001 12:10,8,LAS,,258,SAN
1/1/2001 16:34,3,OAK,361,,ONT
3/19/2001 17:25,-6,BNA,457,,DTW
2/6/2001 12:15,-5,OAK,,446,SAN
3/27/2001 20:00,-5,MCI,,718,ABQ
1/16/2001 17:05,-10,STL,,251,MDW
3/21/2001 11:05,-2,TUS,451,,LAX
1/26/2001 17:09,23,MSY,550,,MCO
3/24/2001 15:04,7,OKC,313,,MCI
3/4/2001 20:55,29,TPA,1048,,MCI
2/12/2001 11:45,-5,BNA,395,,MDW
3/16/2001 17:10,41,SMF,,647,PHX
1/30/2001 18:50,-11,PHX,256,,LAS
1/31/2001 12:15,3,MCI,,718,ABQ
3/30/2001 16:35,6,BNA,803,,ISP
3/11/2001 12:43,19,DAL,,248,SAT
3/22/2001 06:40,-4,ELP,,496,SAT
2/21/2001 18:30,45,ONT,325,,PHX
1/2/2001 11:14,36,DAL,,239,HOU
3/21/2001 17:27,11,DAL,,237,TUL
2/25/2001 08:55,-4,HOU,,303,MSY
1/15/2001 06:15,25,BOI,,399,SEA
2/15/2001 10:35,-24,SAN,,1164,AUS
3/8/2001 21:15,4,SMF,,389,ONT
2/9/2001 13:58,8,STL,,462,OKC
3/12/2001 06:20,-7,BWI,283,,BDL
3/10/2001 10:10,-4,HOU,,419,OKC
3/27/2001 09:50,-5,OAK,,723,GEG
3/20/2001 10:45,15,BWI,588,,BNA
3/21/2001 21:15,-7,GEG,,287,BOI
2/8/2001 10:10,-3,BWI,,495,SDF
2/8/2001 16:40,28,LAX,,1363,MCI
1/5/2001 14:00,-4,PHX,325,,ONT
3/30/2001 07:50,1,TPA,,174,PBI
2/17/2001 14:10,2,FLL,1166,,MDW
2/21/2001 13:25,-7,LAX,677,,ABQ
3/22/2001 13:15,8,BWI,,967,MCI
2/1/2001 19:45,0,HOU,,1020,PHX
1/18/2001 15:10,80,FLL,1166,,MDW
3/11/2001 17:35,-4,MDW,,271,SDF
3/26/2001 07:08,35,LAS,,258,SAN
2/2/2001 07:40,-19,OKC,,462,STL
1/19/2001 12:40,117,FLL,,925,BWI
1/9/2001 13:00,-18,LAS,,1069,SAT
3/17/2001 10:15,0,CRP,187,,HOU
2/2/2001 21:35,-5,SMF,358,,BUR
2/10/2001 10:10,29,PHX,,1044,MCI
1/25/2001 15:05,0,SMF,,605,SEA
3/7/2001 08:35,0,BWI,,611,MDW
3/12/2001 21:15,0,SAT,192,,HOU
1/30/2001 17:00,17,HOU,,359,JAN
1/13/2001 13:06,-1,DAL,,239,HOU
3/5/2001 17:55,5,SAN,304,,PHX
1/6/2001 09:15,-1,SJC,,308,LAX
2/17/2001 11:43,44,PBI,174,,TPA
3/11/2001 12:30,-27,LAS,,2237,ALB
3/10/2001 07:30,-6,LAS,,365,TUS
3/5/2001 07:05,0,MCI,,1072,MCO
3/9/2001 06:50,-5,OAK,543,,PDX
1/18/2001 16:25,-2,STL,,440,DTW
3/3/2001 10:25,1,SAN,,480,SMF
2/20/2001 08:10,-8,LAS,236,,LAX
1/16/2001 11:44,10,GEG,,723,OAK
1/9/2001 19:05,9,BWI,663,,JAX
1/25/2001 12:14,0,BHM,,323,SDF
3/3/2001 15:43,23,FLL,178,,MCO
3/16/2001 18:04,70,MDW,271,,SDF
2/2/2001 23:05,-4,PHX,256,,LAS
1/2/2001 16:22,11,BNA,443,,RDU
2/10/2001 09:10,-6,ABQ,223,,ELP
3/20/2001 19:48,35,MDW,,611,BWI
2/5/2001 15:10,77,BWI,,328,PVD
2/25/2001 12:35,-12,MCO,,989,MDW
1/24/2001 06:45,5,CLE,314,,BWI
1/8/2001 20:45,-10,SJC,386,,LAS
3/6/2001 08:26,1,ABQ,580,,DAL
1/25/2001 12:50,5,BNA,1977,,SEA
1/24/2001 06:30,-1,BUR,,223,LAS
3/24/2001 13:35,17,OAK,180,,RNO
3/31/2001 15:00,-10,HOU,239,,DAL
3/14/2001 09:36,0,STL,687,,HOU
3/14/2001 13:15,-5,SJC,,308,LAX
3/27/2001 07:05,-3,OAK,,337,LAX
2/22/2001 21:00,12,OAK,361,,ONT
2/21/2001 08:13,44,MAF,294,,AUS
2/20/2001 19:05,-1,MCI,,491,BNA
2/6/2001 08:38,26,MCI,1234,,PVD
2/2/2001 16:50,-12,BUR,,223,LAS
3/25/2001 13:25,4,CLE,448,,BNA
1/31/2001 06:30,1,PHX,872,,AUS
2/3/2001 07:55,0,FLL,197,,TPA
2/5/2001 16:30,-5,BNA,756,,AUS
2/19/2001 20:16,25,PHX,,328,ABQ
3/13/2001 16:50,10,LAX,,337,OAK
1/22/2001 09:18,7,DAL,,293,LBB
2/18/2001 22:05,5,ABQ,,328,PHX
2/23/2001 17:26,17,BWI,,377,MHT
3/3/2001 07:25,3,MDW,,611,BWI
1/17/2001 17:00,-3,HOU,,677,ELP
2/3/2001 10:08,12,LAS,223,,BUR
3/9/2001 11:35,-20,OAK,,671,SEA
2/10/2001 07:45,24,ISP,,803,BNA
2/25/2001 14:55,5,TPA,1034,,ISP
1/6/2001 11:20,-14,LAX,,1363,MCI
1/20/2001 17:35,4,OAK,,671,SEA
2/27/2001 08:40,6,MDW,229,,DTW
3/30/2001 09:08,8,PHX,370,,LAX
3/18/2001 10:15,-2,SMF,,389,ONT
1/4/2001 20:20,0,BNA,,443,RDU
2/7/2001 14:20,-35,STL,,1262,PHX
2/16/2001 08:15,7,DAL,237,,TUL
1/20/2001 19:45,-15,MDW,,1444,PHX
1/21/2001 08:45,0,PBI,,142,MCO
1/31/2001 13:15,-8,CMH,,338,BNA
3/9/2001 12:20,-5,DAL,237,,TUL
3/11/2001 15:10,9,ELP,,677,HOU
2/17/2001 17:30,-7,BWI,,220,ISP
3/26/2001 19:45,-5,MCO,,993,AUS
2/15/2001 08:30,-10,LAX,370,,PHX
2/3/2001 14:05,-2,LAX,451,,TUS
1/10/2001 20:40,95,CLE,,448,BNA
1/17/2001 17:45,-3,BWI,,281,BUF
1/4/2001 18:30,0,LAX,,337,OAK
3/6/2001 13:30,32,BNA,,758,PBI
3/8/2001 13:20,45,PHX,256,,LAS
1/27/2001 18:46,30,MDW,405,,MCI
3/25/2001 06:00,-2,HOU,,303,MSY
2/2/2001 14:45,7,JAX,,318,FLL
2/16/2001 10:12,85,DAL,,189,AUS
1/4/2001 12:17,4,SAT,1069,,LAS
3/23/2001 07:30,-3,HOU,,239,DAL
3/22/2001 12:54,0,MCO,178,,FLL
2/16/2001 11:35,92,TUS,,365,LAS
3/25/2001 12:20,8,LAS,,1235,HOU
3/1/2001 16:05,13,STL,,251,MDW
1/4/2001 21:30,-7,HOU,,239,DAL
1/8/2001 11:35,-2,BDL,,283,BWI
2/21/2001 09:45,10,OAK,,180,RNO
1/29/2001 14:45,33,ABQ,,277,AMA
3/12/2001 11:40,7,LAS,256,,PHX
1/10/2001 09:25,0,BUF,,281,BWI
1/29/2001 12:10,-8,BWI,611,,MDW
1/12/2001 14:15,-19,ISP,,859,JAX
3/5/2001 08:00,-8,TPA,,612,BNA
3/23/2001 17:10,-2,CLE,,307,MDW
2/1/2001 18:35,10,HOU,187,,CRP
3/5/2001 19:10,-5,SLC,,493,ABQ
1/21/2001 19:10,-5,RNO,,444,PDX
1/6/2001 15:33,15,BOI,,291,SLC
2/5/2001 10:30,-7,HOU,,239,DAL
2/14/2001 13:37,22,TPA,487,,MSY
3/29/2001 08:35,-1,SMF,,480,SAN
2/11/2001 09:38,32,ONT,,1751,BNA
1/30/2001 06:57,-5,DAL,248,,SAT
2/21/2001 17:45,0,TPA,197,,FLL
3/14/2001 16:20,23,SAT,,248,DAL
2/13/2001 21:50,37,SAN,,258,LAS
3/2/2001 16:03,8,HOU,,239,DAL
2/28/2001 23:00,65,PHX,,621,SJC
3/12/2001 11:00,-2,PHX,,370,LAX
2/12/2001 15:15,-3,PBI,142,,MCO
1/13/2001 17:17,20,DTW,1671,,PHX
2/14/2001 19:25,-4,RNO,180,,OAK
3/23/2001 19:18,48,OAK,,671,SEA
3/15/2001 06:40,-3,LAS,,197,ONT
1/26/2001 22:08,74,ONT,,197,LAS
1/11/2001 10:59,71,OAK,337,,LAX
1/16/2001 12:38,10,HOU,239,,DAL
2/24/2001 13:35,-4,SEA,,689,SLC
3/29/2001 06:40,4,OAK,,446,SAN
1/2/2001 20:34,40,PHX,328,,ABQ
1/20/2001 07:30,-6,SMF,480,,SAN
1/1/2001 22:25,-5,FLL,,197,TPA
1/29/2001 13:12,64,TPA,487,,MSY
3/18/2001 14:45,0,SEA,,697,SJC
2/3/2001 13:20,-1,ONT,,389,SMF
1/31/2001 16:41,17,OAK,361,,ONT
3/25/2001 17:27,16,LAS,,236,LAX
1/3/2001 19:25,8,STL,,687,HOU
2/17/2001 17:45,4,OAK,180,,RNO
1/26/2001 14:56,25,BHM,682,,BWI
1/22/2001 07:00,-5,PHX,,256,LAS
2/12/2001 11:05,-10,SEA,,564,RNO
2/23/2001 21:50,50,OAK,,361,ONT
1/17/2001 11:00,20,HRL,,276,HOU
1/4/2001 06:15,2,DAL,562,,ELP
2/8/2001 13:50,-5,ELP,584,,LAS
2/10/2001 13:30,-5,BUF,,281,BWI
3/16/2001 18:48,42,LAS,,256,PHX
1/31/2001 19:01,30,ABQ,332,,MAF
3/17/2001 12:50,-17,MDW,,666,JAN
3/31/2001 15:05,-9,DAL,,293,LBB
2/5/2001 21:10,4,PHX,369,,BUR
1/22/2001 13:00,-7,PHX,,370,LAX
2/6/2001 18:25,5,SNA,371,,OAK
1/21/2001 12:30,-5,STL,251,,MDW
2/28/2001 20:00,15,HOU,,276,HRL
3/5/2001 20:35,-10,STL,,251,MDW
1/17/2001 13:05,44,LAS,345,,RNO
1/3/2001 07:35,18,PHX,370,,LAX
2/11/2001 15:40,17,SLC,,1156,STL
1/11/2001 08:15,-5,IND,162,,MDW
2/6/2001 12:45,-3,DAL,,189,AUS
2/6/2001 12:17,22,SAT,843,,PHX
3/8/2001 22:24,-1,SLC,,368,LAS
1/6/2001 16:47,8,MCI,,405,MDW
2/19/2001 11:45,24,SMF,,647,PHX
1/25/2001 13:25,17,DAL,239,,HOU
2/10/2001 13:37,10,MDW,,405,MCI
1/13/2001 07:00,-2,DAL,,239,HOU
3/21/2001 18:35,57,ISP,1034,,TPA
2/12/2001 07:15,47,DAL,,239,HOU
2/5/2001 13:35,0,BUR,,325,OAK
1/29/2001 06:25,9,BOI,,399,SEA
2/15/2001 21:22,113,OAK,543,,PDX
2/24/2001 10:45,-7,PBI,,758,BNA
2/21/2001 11:25,-3,BNA,,177,BHM
3/27/2001 21:00,-10,LAX,,337,OAK
1/11/2001 07:55,0,ABQ,487,,LAS
3/26/2001 10:35,-10,OAK,,180,RNO
2/16/2001 18:16,31,SAN,,367,TUS
1/3/2001 18:34,12,MDW,,777,BDL
2/9/2001 09:03,5,SAN,,480,SMF
3/1/2001 07:30,-3,STL,237,,MCI
3/2/2001 18:16,-5,LAS,,256,PHX
1/1/2001 12:15,2,RNO,,180,OAK
2/4/2001 17:30,-5,PHX,,370,LAX
2/13/2001 19:39,8,LAS,,223,BUR
3/9/2001 21:00,30,ISP,220,,BWI
3/21/2001 15:24,9,MSY,303,,HOU
1/15/2001 22:05,-6,DAL,,248,SAT
3/7/2001 13:55,-4,DAL,,248,SAT
1/26/2001 21:40,52,ABQ,328,,PHX
1/9/2001 07:00,-5,SAT,248,,DAL
1/18/2001 08:25,-3,LAX,,308,SJC
1/29/2001 10:12,1,SAT,233,,HRL
3/6/2001 20:30,0,CMH,284,,MDW
3/10/2001 15:50,17,TUS,,451,LAX
3/28/2001 20:40,0,BNA,,616,MCO
1/28/2001 17:40,-13,BWI,,255,RDU
2/6/2001 15:55,8,ONT,,325,PHX
2/19/2001 06:30,-13,STL,,237,MCI
2/22/2001 20:06,51,MDW,162,,IND
1/18/2001 19:35,0,STL,,487,CLE
3/5/2001 17:50,-8,STL,410,,CMH
3/29/2001 18:20,16,DTW,440,,STL
1/16/2001 19:30,-5,MDW,,395,BNA
1/27/2001 11:20,-3,IAH,,217,DAL
1/31/2001 18:45,-15,BDL,,852,BNA
2/27/2001 08:30,-9,BWI,255,,RDU
2/14/2001 08:00,-7,SAN,304,,PHX
1/7/2001 13:55,7,SMF,358,,BUR
2/7/2001 08:35,5,ONT,,361,OAK
1/17/2001 12:50,-2,SAN,,628,ABQ
3/7/2001 20:01,46,BWI,682,,BHM
2/18/2001 14:20,-6,DAL,217,,IAH
1/19/2001 06:45,-7,FLL,,178,MCO
3/26/2001 11:05,-18,LAX,,1210,SAT
2/2/2001 12:15,-1,ELP,,636,SAN
1/17/2001 18:40,0,RNO,,345,LAS
3/6/2001 11:40,16,SLC,,630,PDX
3/8/2001 06:45,-3,ABQ,,328,PHX
2/8/2001 12:25,-10,ONT,325,,PHX
2/6/2001 07:00,-5,MCI,1072,,MCO
3/1/2001 17:50,2,SAN,,417,SJC
2/26/2001 07:40,0,PHX,,347,ELP
3/17/2001 07:55,-20,LAS,,2298,BDL
1/4/2001 13:45,-11,SMF,373,,LAX
2/28/2001 15:21,19,LIT,296,,DAL
2/25/2001 11:45,4,ALB,,288,BWI
3/29/2001 06:45,-5,MCO,550,,MSY
3/28/2001 17:40,8,OAK,,361,ONT
1/9/2001 12:50,5,HOU,759,,ABQ
3/13/2001 19:10,-5,AUS,,872,PHX
3/30/2001 06:30,-13,LAS,407,,OAK
2/28/2001 14:55,-1,TPA,,1034,ISP
1/25/2001 09:40,-1,MDW,,632,RDU
2/1/2001 15:40,0,DAL,237,,TUL
3/16/2001 12:18,43,BWI,,328,PVD
2/3/2001 14:23,14,BNA,616,,MCO
1/29/2001 14:35,30,FLL,,1166,MDW
3/11/2001 13:01,34,LBB,,293,DAL
1/2/2001 12:09,3,OAK,,325,BUR
3/6/2001 17:23,22,HOU,,677,ELP
2/3/2001 13:45,7,BWI,737,,STL
2/27/2001 06:55,0,HOU,,187,CRP
3/19/2001 07:00,-7,SJC,,296,BUR
2/3/2001 18:45,0,TUS,,451,LAX
1/24/2001 16:05,48,BNA,338,,CMH
1/2/2001 10:40,24,MCI,,1363,LAX
3/6/2001 20:15,-2,HOU,187,,CRP
1/21/2001 19:30,-9,HOU,239,,DAL
3/5/2001 15:40,-5,OKC,,419,HOU
2/19/2001 14:07,14,ELP,,584,LAS
1/24/2001 21:19,15,OAK,,371,SNA
3/12/2001 08:09,43,IND,,1814,LAX
1/18/2001 09:00,-14,MDW,666,,JAN
1/10/2001 07:15,-7,FLL,,318,JAX
1/22/2001 15:40,-2,DTW,,229,MDW
3/27/2001 09:35,-6,PVD,328,,BWI
2/1/2001 10:30,-30,PHX,1444,,MDW
1/21/2001 18:00,0,TUS,367,,SAN
1/14/2001 13:20,3,JAX,484,,BNA
2/3/2001 09:50,-10,ONT,197,,LAS
2/17/2001 07:00,-12,SAN,,258,LAS
1/14/2001 17:40,8,BNA,491,,MCI
2/12/2001 10:25,7,ONT,,389,SMF
1/2/2001 18:54,37,SNA,,371,OAK
3/3/2001 11:35,-4,STL,410,,CMH
1/10/2001 08:15,0,MCI,,223,TUL
2/14/2001 21:35,10,LAX,,373,SMF
1/26/2001 07:45,0,DAL,,189,AUS
2/24/2001 13:35,18,STL,,251,MDW
1/1/2001 09:00,-5,LAX,,236,LAS
1/4/2001 11:05,-37,HOU,,1246,BWI
2/17/2001 16:14,4,FLL,178,,MCO
3/31/2001 10:05,-8,DAL,,217,IAH
2/5/2001 08:45,-5,HOU,148,,AUS
2/9/2001 16:25,32,BNA,,803,ISP
3/30/2001 11:08,3,ELP,347,,PHX
2/21/2001 20:20,-8,LAS,223,,BUR
2/12/2001 11:50,47,SJC,386,,LAS
2/22/2001 08:20,-1,SAT,,248,DAL
3/17/2001 12:58,48,HOU,,276,HRL
2/8/2001 07:15,-17,MSY,,1599,SAN
2/2/2001 19:22,2,DAL,,181,OKC
3/31/2001 17:30,-3,LAS,256,,PHX
1/1/2001 18:10,-23,ALB,,1073,MCO
2/6/2001 09:05,-5,LAS,,368,SLC
3/14/2001 19:45,5,TPA,,174,PBI
2/21/2001 07:25,3,SLC,,368,LAS
1/30/2001 08:25,8,MSY,550,,MCO
1/10/2001 10:55,27,SJC,296,,BUR
3/4/2001 08:05,-7,CLE,,314,BWI
3/10/2001 09:40,-2,MDW,,632,RDU
2/6/2001 18:35,-2,BWI,,377,MHT
2/15/2001 17:51,15,LAS,,256,PHX
1/12/2001 13:30,-7,HOU,,359,JAN
3/26/2001 17:00,-6,BWI,,495,SDF
1/3/2001 06:25,-3,SJC,,697,SEA
1/21/2001 07:35,-27,ABQ,,1497,TPA
3/28/2001 20:00,32,LAX,236,,LAS
3/31/2001 17:05,-37,PHX,,2277,PVD
1/1/2001 19:10,-8,RNO,,444,PDX
3/29/2001 12:15,0,MDW,,251,STL
3/26/2001 20:48,20,LAS,,223,BUR
2/22/2001 10:57,55,LAX,308,,SJC
3/18/2001 11:10,-2,STL,,487,CLE
2/5/2001 17:40,-12,ONT,,325,PHX
1/18/2001 14:40,-4,BUR,,325,OAK
3/8/2001 20:25,-5,IND,,162,MDW
3/15/2001 18:00,5,ONT,,361,OAK
1/31/2001 09:55,-19,STL,,687,HOU
2/25/2001 22:20,59,LAS,,256,PHX
3/10/2001 16:40,5,SJC,188,,RNO
1/3/2001 06:20,0,SJC,569,,PDX
1/1/2001 07:40,-2,MAF,,294,AUS
1/20/2001 14:10,44,MCO,178,,FLL
3/6/2001 19:15,-5,HOU,,1246,BWI
3/18/2001 22:30,29,SAN,,304,PHX
3/30/2001 13:55,3,MAF,332,,ABQ
3/5/2001 06:55,0,PVD,,328,BWI
2/22/2001 08:00,-7,RNO,345,,LAS
2/28/2001 08:05,0,CMH,284,,MDW
1/14/2001 11:05,-1,SAN,,636,ELP
2/10/2001 16:23,32,LAS,236,,LAX
1/12/2001 09:01,57,LAX,,370,PHX
1/20/2001 10:10,-15,PHX,1999,,BWI
1/28/2001 21:20,-7,STL,,462,OKC
1/18/2001 16:40,62,STL,,251,MDW
1/25/2001 13:54,20,ABQ,487,,LAS
2/28/2001 07:05,0,OAK,325,,BUR
3/14/2001 11:50,4,BWI,,1407,SAT
1/1/2001 15:56,0,LAS,407,,OAK
3/22/2001 14:00,5,DAL,,189,AUS
3/14/2001 17:18,17,HOU,677,,ELP
2/28/2001 12:30,18,ELP,636,,SAN
1/10/2001 09:55,2,MSY,303,,HOU
1/23/2001 14:00,-5,TPA,869,,STL
2/16/2001 11:20,25,MSY,,303,HOU
2/11/2001 12:40,-8,SMF,,479,PDX
3/26/2001 20:05,-7,PBI,,142,MCO
1/14/2001 15:15,-5,LAS,236,,LAX
1/12/2001 08:30,-15,JAN,,888,BWI
2/23/2001 21:04,3,BWI,328,,PVD
2/9/2001 21:25,17,SJC,308,,LAX
1/14/2001 11:50,-4,TPA,180,,JAX
1/24/2001 06:45,-2,DAL,,319,MAF
1/8/2001 11:50,-5,ISP,220,,BWI
3/12/2001 10:30,-4,RNO,,345,LAS
3/20/2001 20:50,-9,AMA,324,,DAL
2/7/2001 07:25,14,STL,,229,IND
1/28/2001 09:50,25,LAX,,1363,MCI
2/19/2001 09:36,18,SNA,371,,OAK
1/11/2001 15:15,-4,BNA,395,,MDW
1/4/2001 20:40,18,SEA,564,,RNO
2/6/2001 06:30,0,MDW,,251,STL
2/18/2001 13:18,20,PHX,,328,ABQ
3/14/2001 16:15,5,SMF,479,,PDX
3/12/2001 08:25,-10,AUS,872,,PHX
1/31/2001 11:55,-5,LIT,,296,DAL
3/15/2001 17:52,5,RDU,,904,MCI
1/13/2001 10:10,-2,RNO,,422,SLC
2/22/2001 07:00,4,SAT,248,,DAL
2/18/2001 17:55,-15,ISP,,765,MDW
1/13/2001 11:30,3,JAN,,359,HOU
1/19/2001 07:10,22,PDX,279,,GEG
2/12/2001 15:25,81,MCI,,1363,LAX
2/12/2001 12:55,-7,LAS,1069,,SAT
3/21/2001 17:59,12,SAN,,417,SJC
2/27/2001 13:20,13,ONT,,389,SMF
3/15/2001 14:24,21,HOU,,148,AUS
1/1/2001 14:40,0,PHX,,304,SAN
3/30/2001 18:45,14,DAL,181,,OKC
1/31/2001 16:25,0,PDX,569,,SJC
3/15/2001 12:55,-3,SAN,,628,ABQ
2/4/2001 13:42,12,PBI,,174,TPA
3/31/2001 19:30,-5,MCO,,616,BNA
1/7/2001 12:10,3,LAX,337,,OAK
3/1/2001 09:05,-7,HOU,,192,SAT
3/27/2001 06:35,-10,OAK,671,,SEA
3/29/2001 22:00,5,OAK,,407,LAS
2/22/2001 07:55,-2,FLL,,197,TPA
3/10/2001 11:54,14,LAS,,487,ABQ
1/8/2001 11:40,-2,MDW,405,,MCI
3/14/2001 20:15,-17,STL,,880,MCO
1/11/2001 12:40,-2,BNA,1977,,SEA
3/29/2001 18:45,0,TUS,451,,LAX
2/2/2001 13:35,5,DAL,,562,ELP
3/1/2001 06:15,-6,OAK,,361,ONT
3/2/2001 13:37,40,LAS,386,,SJC
3/22/2001 15:35,-6,DAL,,237,TUL
1/1/2001 07:05,-10,BNA,,443,RDU
2/16/2001 10:35,31,PHX,,1262,STL
1/17/2001 19:55,0,SJC,342,,SNA
3/5/2001 12:46,32,OAK,,337,LAX
3/24/2001 16:15,-2,BNA,,448,CLE
2/8/2001 13:40,-5,BOI,,335,RNO
1/12/2001 20:40,-1,HOU,276,,HRL
1/21/2001 20:40,0,MDW,,405,MCI
1/11/2001 17:05,10,RDU,,443,BNA
1/26/2001 08:15,19,TPA,,174,PBI
1/17/2001 19:34,-2,MCO,,993,AUS
2/5/2001 17:55,-32,SAN,,1599,MSY
1/8/2001 19:35,-7,LAS,,256,PHX
1/16/2001 12:25,10,STL,737,,BWI
3/25/2001 08:00,-5,MCO,,989,MDW
2/24/2001 18:14,9,TUS,,321,ABQ
3/25/2001 08:05,-21,PHX,,1448,BNA
3/10/2001 17:20,-6,LIT,,296,STL
3/19/2001 14:15,-6,ABQ,,628,SAN
1/1/2001 10:20,-8,LAS,,1069,SAT
2/9/2001 20:15,90,LAS,,236,LAX
1/28/2001 21:55,-9,MCO,,550,MSY
2/11/2001 19:15,13,PHX,1262,,STL
1/27/2001 17:00,-12,LAX,,337,OAK
1/23/2001 21:30,0,LAX,337,,OAK
3/6/2001 17:45,-5,BNA,395,,MDW
1/29/2001 14:40,-12,SMF,,479,PDX
1/29/2001 11:55,30,MSY,,303,HOU
2/19/2001 15:49,35,TUS,,365,LAS
1/18/2001 06:43,0,TUL,453,,HOU
3/6/2001 09:00,6,LAX,370,,PHX
2/26/2001 06:15,-1,DAL,,562,ELP
2/28/2001 19:55,74,CRP,,187,HOU
1/28/2001 18:40,-10,AMA,,324,DAL
1/18/2001 09:47,24,HOU,,239,DAL
2/4/2001 08:30,-4,PHX,,304,SAN
1/26/2001 14:28,58,SJC,,417,SAN
2/13/2001 08:00,-2,LAX,337,,OAK
2/3/2001 20:25,-10,HOU,,303,MSY
1/24/2001 21:05,23,SLC,507,,PHX
3/13/2001 13:38,0,SLC,,368,LAS
3/31/2001 16:15,1,RNO,,345,LAS
1/31/2001 09:05,3,SAT,,192,HOU
1/27/2001 06:30,-5,SEA,,224,GEG
2/7/2001 11:00,-13,LAX,337,,OAK
1/2/2001 14:28,14,DAL,,580,ABQ
2/23/2001 20:05,-8,BNA,588,,BWI
3/7/2001 11:50,0,OAK,371,,SNA
1/25/2001 21:50,27,SFO,,447,SAN
3/31/2001 17:48,15,BHM,,682,BWI
