Date,Airline,OriginState,TimeOfDay,Speed
10/12/99,AIRTRAN AIRWAYS,Arizona,Night,208
10/12/99,AMERICAN AIRLINES,Missouri,Day,145
10/12/99,ATLANTIC COAST AIRLINES,DC,Day,25
10/12/99,SOUTHWEST AIRLINES,California,Night,136
10/13/99,SOUTHWEST AIRLINES,Maryland,Day,137
10/13/99,AMERICAN AIRLINES,Arizona,Night,158
10/13/99,GREAT LAKES AIRLINES,Illinois,Night,187
10/14/99,NORTHWEST AIRLINES,Tennessee,Day,135
10/14/99,TRANS WORLD AIRLINES,Massachusetts,Night,150
10/14/99,MILITARY,Louisiana,Night,177
10/14/99,EXECUTIVE JET AVIATION,Texas,Night,213
10/14/99,ATLANTIC COAST AIRLINES,Maryland,Night,208
10/15/99,AMERICAN EAGLE AIRLINES,New York,Dawn,89
10/15/99,MILITARY,Louisiana,Day,167
10/15/99,DELTA AIR LINES,Texas,Night,149
10/16/99,DELTA AIR LINES,Florida,Night,195
10/16/99,DELTA AIR LINES,Georgia,Dawn,165
10/16/99,DELTA AIR LINES,Texas,Dawn,161
10/16/99,CONTINENTAL AIRLINES,Washington,Dusk,187
10/16/99,UNITED AIRLINES,California,Night,151
10/16/99,AIRTRAN AIRWAYS,Florida,Night,139
10/17/99,DELTA AIR LINES,Florida,Night,204
10/17/99,SOUTHWEST AIRLINES,Texas,Night,225
10/18/99,AMERICAN EAGLE AIRLINES,Texas,Day,125
10/18/99,SOUTHWEST AIRLINES,Tennessee,Night,161
10/18/99,DELTA AIR LINES,Louisiana,Night,152
10/18/99,DELTA AIR LINES,Massachusetts,Night,148
10/18/99,AMERICAN AIRLINES,New York,Night,252
10/18/99,US AIRWAYS*,North Carolina,Dusk,137
10/18/99,AMERICAN AIRLINES,DC,Night,219
10/19/99,AMERICAN AIRLINES,Arizona,Day,144
10/19/99,MILITARY,Minnesota,Night,145
10/19/99,AMERICA WEST AIRLINES,New Jersey,Night,199
10/19/99,AMERICAN AIRLINES,Texas,Night,173
10/19/99,AMERICA WEST AIRLINES,Maryland,Dawn,162
10/19/99,AMERICAN AIRLINES,Texas,Dawn,133
10/19/99,US AIRWAYS*,Pennsylvania,Day,108
10/19/99,BUSINESS,Kentucky,Night,206
10/19/99,AMERICAN EAGLE AIRLINES,Texas,Night,229
10/20/99,GREAT LAKES AIRLINES,Colorado,Night,163
10/20/99,MILITARY,Louisiana,Night,148
10/20/99,SOUTHWEST AIRLINES,Texas,Day,145
10/21/99,MILITARY,Louisiana,Night,144
10/22/99,SOUTHWEST AIRLINES,Illinois,Night,189
10/22/99,DELTA AIR LINES,Missouri,Dawn,144
10/22/99,BUSINESS,North Carolina,Day,135
10/22/99,ASTAR AIR CARGO,Missouri,Night,167
10/23/99,SOUTHWEST AIRLINES,Illinois,Night,226
10/23/99,UPS AIRLINES,Kentucky,Dusk,145
10/23/99,DELTA AIR LINES,Georgia,Night,142
10/24/99,AMERICAN AIRLINES,Texas,Day,139
10/24/99,GREAT LAKES AIRLINES,Colorado,Night,146
10/24/99,ALOHA AIRLINES,Hawaii,Day,123
10/25/99,UNITED AIRLINES,Nebraska,Day,200
10/25/99,AMERICAN AIRLINES,DC,Night,137
10/25/99,MESA AIRLINES,North Carolina,Day,125
10/26/99,AMERICAN AIRLINES,Illinois,Night,239
10/27/99,CONTINENTAL AIRLINES,New Jersey,Night,172
10/27/99,UNITED AIRLINES,Pennsylvania,Night,140
10/27/99,AIR CANADA,New York,Night,166
10/27/99,AMERICAN AIRLINES,Pennsylvania,Night,189
10/27/99,ALOHA AIRLINES,Hawaii,Day,163
10/27/99,SOUTHWEST AIRLINES,Illinois,Night,182
10/28/99,AMERICA WEST AIRLINES,Arizona,Day,171
10/28/99,DELTA AIR LINES,Kentucky,Day,133
10/28/99,DELTA AIR LINES,Kentucky,Day,157
10/28/99,TRANS WORLD AIRLINES,Missouri,Dawn,126
10/28/99,CONTINENTAL AIRLINES,New Jersey,Day,142
10/30/99,US AIRWAYS*,Illinois,Day,206
10/31/99,AMERICAN AIRLINES,Colorado,Day,122
10/31/99,MESABA AIRLINES,Michigan,Night,160
10/31/99,AMERICAN AIRLINES,Oregon,Night,204
11/1/99,AMERICAN AIRLINES,DC,Night,192
11/1/99,US AIRWAYS*,DC,Night,142
11/1/99,TRANS STATES AIRLINES,Tennessee,Night,101
11/1/99,AMERICA WEST AIRLINES,California,Day,150
11/1/99,AMERICAN EAGLE AIRLINES,Texas,Day,95
11/2/99,TRANS WORLD AIRLINES,Missouri,Day,130
11/2/99,AMERICAN AIRLINES,Texas,Night,142
11/2/99,US AIRWAYS*,Colorado,Day,131
11/2/99,GREAT LAKES AIRLINES,Illinois,Night,167
11/2/99,MILITARY,Louisiana,Night,148
11/4/99,US AIRWAYS*,DC,Night,258
11/4/99,SOUTHWEST AIRLINES,Louisiana,Day,142
11/4/99,US AIRWAYS*,Massachusetts,Day,124
11/5/99,AIR CANADA,DC,Day,147
11/5/99,AMERICAN AIRLINES,Illinois,Night,160
11/7/99,AMERICAN AIRLINES,Massachusetts,Night,173
11/7/99,BUSINESS,Pennsylvania,Night,190
11/8/99,DELTA AIR LINES,Georgia,Dusk,153
11/8/99,AMERICAN AIRLINES,California,Night,143
11/8/99,AMERICAN AIRLINES,California,Night,144
11/9/99,AMERICAN AIRLINES,Texas,Day,155
11/11/99,DELTA AIR LINES,Tennessee,Night,196
11/11/99,US AIRWAYS*,Pennsylvania,Night,149
11/13/99,ATLANTIC COAST AIRLINES,DC,Night,139
11/14/99,UNITED AIRLINES,Illinois,Night,129
11/14/99,DELTA AIR LINES,New York,Night,239
11/15/99,AMERICAN AIRLINES,Florida,Day,150
11/15/99,US AIRWAYS*,Tennessee,Day,149
11/16/99,UPS AIRLINES,Texas,Night,152
11/16/99,AMERICAN AIRLINES,Illinois,Night,168
11/17/99,AMERICAN AIRLINES,DC,Night,156
11/18/99,BUSINESS,Tennessee,Day,142
11/18/99,MILITARY,Utah,Day,154
11/19/99,CONTINENTAL AIRLINES,Florida,Day,152
11/19/99,AMERICAN EAGLE AIRLINES,Texas,Day,129
11/19/99,MILITARY,Utah,Day,136
11/21/99,DELTA AIR LINES,Missouri,Night,167
11/21/99,DELTA AIR LINES,Florida,Dawn,136
11/23/99,MILITARY,Louisiana,Night,146
11/24/99,US AIRWAYS*,New York,Day,124
11/24/99,BUSINESS,Tennessee,Day,153
11/26/99,AMERICAN EAGLE AIRLINES,Texas,Day,81
11/26/99,NORTHWEST AIRLINES,Florida,Day,145
11/29/99,EXPRESSJET (CONTINENTAL EXPRS),Texas,Night,161
11/29/99,SOUTHWEST AIRLINES,Florida,Day,136
11/30/99,US AIRWAYS*,Pennsylvania,Night,191
11/30/99,DELTA AIR LINES,New York,Night,256
11/30/99,AMERICA WEST AIRLINES,Florida,Day,145
11/30/99,MILITARY,Louisiana,Day,101
12/1/99,SOUTHWEST AIRLINES,California,Night,258
12/2/99,AMERICA WEST AIRLINES,Massachusetts,Day,148
12/3/99,AMERICA WEST AIRLINES,California,Day,153
12/4/99,DELTA AIR LINES,California,Dawn,179
12/5/99,SOUTHWEST AIRLINES,California,Night,138
12/5/99,DELTA AIR LINES,Tennessee,Dawn,146
12/5/99,ALOHA AIRLINES,Hawaii,Day,150
12/6/99,SOUTHWEST AIRLINES,California,Night,259
12/6/99,DELTA AIR LINES,DC,Day,121
12/7/99,MILITARY,Tennessee,Dusk,137
12/8/99,ALOHA AIRLINES,Hawaii,Day,129
12/9/99,FRONTIER AIRLINES,Colorado,Day,153
12/9/99,US AIRWAYS*,DC,Day,126
12/9/99,ALOHA AIRLINES,Hawaii,Day,131
12/11/99,US AIRWAYS*,North Carolina,Dusk,152
12/11/99,AMERICAN AIRLINES,Texas,Day,143
12/11/99,ALOHA AIRLINES,Hawaii,Day,153
12/12/99,US AIRWAYS*,DC,Day,132
12/12/99,SOUTHWEST AIRLINES,Kentucky,Dusk,168
12/13/99,US AIRWAYS*,Maryland,Day,143
12/14/99,MILITARY,California,Night,157
12/14/99,US AIRWAYS*,North Carolina,Day,141
12/15/99,SOUTHWEST AIRLINES,Nebraska,Night,201
12/15/99,SOUTHWEST AIRLINES,Tennessee,Day,148
12/16/99,AMERICAN EAGLE AIRLINES,Texas,Day,113
12/17/99,SOUTHWEST AIRLINES,Tennessee,Day,163
12/18/99,SOUTHWEST AIRLINES,Florida,Day,157
12/21/99,SOUTHWEST AIRLINES,Texas,Day,151
12/26/99,SOUTHWEST AIRLINES,Texas,Night,231
12/26/99,AMERICAN AIRLINES,California,Day,141
12/26/99,AMERICAN AIRLINES,California,Night,148
12/27/99,AMERICAN AIRLINES,Texas,Dusk,134
12/27/99,ALOHA AIRLINES,Hawaii,Day,134
12/30/99,ALOHA AIRLINES,Hawaii,Day,165
12/30/99,ALOHA AIRLINES,Hawaii,Night,142
12/31/99,ALOHA AIRLINES,Hawaii,Day,131
1/2/00,TRANS WORLD AIRLINES,Missouri,Night,146
1/2/00,DELTA AIR LINES,Utah,Day,134
1/3/00,AIRTRAN AIRWAYS,Georgia,Day,234
1/3/00,US AIRWAYS*,Tennessee,Dawn,193
1/4/00,AMERICAN AIRLINES,California,Day,146
1/4/00,SOUTHWEST AIRLINES,Maryland,Day,174
1/4/00,SOUTHWEST AIRLINES,Texas,Night,182
1/5/00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,104
1/6/00,AIRTRAN AIRWAYS,Georgia,Day,87
1/6/00,SOUTHWEST AIRLINES,Missouri,Dusk,102
1/8/00,AMERICAN AIRLINES,Texas,Day,112
1/8/00,HORIZON AIR,Oregon,Night,107
1/8/00,MESABA AIRLINES,Michigan,Day,143
1/8/00,TRANS STATES AIRLINES,Missouri,Day,135
1/9/00,ALLEGHENYAIRLINES,Maryland,Day,107
1/11/00,TRANS WORLD AIRLINES,Ohio,Day,109
1/12/00,FEDEX EXPRESS,Tennessee,Night,148
1/17/00,HORIZON AIR,Oregon,Day,87
1/19/00,SKYWEST AIRLINES,California,Night,109
1/20/00,AMERICAN AIRLINES,Illinois,Night,174
1/20/00,BUSINESS,California,Night,84
1/27/00,TRANS WORLD AIRLINES,Colorado,Night,189
1/30/00,AMERICA WEST AIRLINES,California,Night,145
1/31/00,HORIZON AIR,California,Day,181
2/2/00,SOUTHWEST AIRLINES,California,Night,221
2/4/00,AMERICAN AIRLINES,California,Dawn,173
2/5/00,US AIRWAYS*,North Carolina,Dawn,113
2/5/00,SOUTHWEST AIRLINES,Florida,Day,255
2/5/00,AMERICAN AIRLINES,Texas,Day,130
2/5/00,AMERICA WEST AIRLINES,Arizona,Day,159
2/6/00,AMERICA WEST AIRLINES,Ohio,Day,108
2/8/00,SOUTHWEST AIRLINES,Texas,Dawn,137
2/8/00,AMERICAN EAGLE AIRLINES,Texas,Night,184
2/9/00,COMAIR AIRLINES,Kentucky,Night,149
2/9/00,FEDEX EXPRESS,Tennessee,Day,169
2/9/00,SOUTHWEST AIRLINES,Tennessee,Night,150
2/10/00,ALOHA AIRLINES,Hawaii,Day,120
2/11/00,AMERICAN AIRLINES,Texas,Day,159
2/12/00,US AIRWAYS*,Tennessee,Dawn,186
2/13/00,AMERICAN AIRLINES,Texas,Dawn,152
2/13/00,AMERICAN EAGLE AIRLINES,Oklahoma,Dusk,128
2/14/00,SOUTHWEST AIRLINES,California,Night,151
2/14/00,US AIRWAYS*,Pennsylvania,Day,167
2/15/00,US AIRWAYS*,DC,Day,130
2/18/00,US AIRWAYS*,Tennessee,Dusk,154
2/19/00,SOUTHWEST AIRLINES,Illinois,Day,155
2/19/00,UNITED AIRLINES,DC,Day,131
2/20/00,ATLANTIC COAST AIRLINES,DC,Dusk,165
2/21/00,US AIRWAYS*,North Carolina,Day,152
2/22/00,US AIRWAYS*,Pennsylvania,Day,180
2/23/00,AMERICA WEST AIRLINES,Arizona,Dawn,134
2/24/00,MILITARY,Louisiana,Night,154
2/25/00,UNITED AIRLINES,Illinois,Day,251
2/25/00,AMERICAN EAGLE AIRLINES,Texas,Day,141
2/25/00,AMERICAN AIRLINES,Texas,Day,145
2/26/00,SOUTHWEST AIRLINES,California,Night,258
2/26/00,AMERICAN AIRLINES,New York,Day,145
2/26/00,FEDEX EXPRESS,Tennessee,Night,177
2/28/00,AMERICAN EAGLE AIRLINES,Texas,Day,202
2/29/00,DELTA AIR LINES,DC,Day,183
2/29/00,AMERICAN AIRLINES,California,Night,152
3/5/00,HAWAIIAN AIR,Hawaii,Day,186
3/5/00,AMERICA WEST AIRLINES,Arizona,Day,150
3/5/00,AIRTRAN AIRWAYS,Georgia,Night,168
3/6/00,TRANS WORLD AIRLINES,Missouri,Night,140
3/7/00,COMMUTAIR,New Jersey,Night,174
3/7/00,AMERICAN EAGLE AIRLINES,California,Day,131
3/7/00,NORTHWEST AIRLINES,Minnesota,Day,138
3/8/00,BUSINESS,DC,Day,178
3/8/00,AMERICAN AIRLINES,California,Night,136
3/8/00,ATLANTIC COAST AIRLINES,DC,Night,187
3/8/00,FEDEX EXPRESS,Louisiana,Night,208
3/10/00,DELTA AIR LINES,Florida,Day,165
3/11/00,UNITED AIRLINES,Indiana,Day,156
3/14/00,AIRTRAN AIRWAYS,Georgia,Night,147
3/14/00,AMERICAN AIRLINES,New Jersey,Night,256
3/14/00,US AIRWAYS*,New York,Night,253
3/15/00,DELTA AIR LINES,New York,Night,151
3/15/00,AMERICAN AIRLINES,Texas,Night,212
3/18/00,AMERICAN EAGLE AIRLINES,Florida,Day,133
3/18/00,TRANS WORLD AIRLINES,Missouri,Day,118
3/20/00,DELTA AIR LINES,Kentucky,Day,163
3/20/00,AMERICAN AIRLINES,Texas,Day,255
3/21/00,COMMUTAIR,DC,Day,127
3/21/00,MILITARY,Oklahoma,Night,114
3/22/00,TRANS WORLD AIRLINES,Missouri,Dusk,154
3/22/00,AMERICAN AIRLINES,Texas,Night,235
3/23/00,UPS AIRLINES,Kentucky,Night,253
3/23/00,DELTA AIR LINES,Ohio,Night,147
3/24/00,MESABA AIRLINES,Michigan,Night,161
3/25/00,CONTINENTAL AIRLINES,New Jersey,Night,233
3/25/00,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Day,136
3/25/00,AMERICAN AIRLINES,Texas,Day,166
3/26/00,MILITARY,Oregon,Day,131
3/26/00,US AIRWAYS*,Pennsylvania,Dusk,157
3/29/00,US AIRWAYS*,Ohio,Day,179
3/31/00,AMERICAN EAGLE AIRLINES,Texas,Night,189
3/31/00,AMERICAN AIRLINES,Texas,Day,131
4/1/00,US AIRWAYS*,DC,Night,148
4/2/00,DELTA AIR LINES,California,Dawn,164
4/3/00,MESABA AIRLINES,Michigan,Dawn,186
4/3/00,MILITARY,New York,Day,260
4/4/00,AMERICAN AIRLINES,Texas,Day,138
4/5/00,SOUTHWEST AIRLINES,California,Night,217
4/6/00,MILITARY,Louisiana,Night,172
4/7/00,ALASKA AIRLINES,Oregon,Dusk,142
4/7/00,FEDEX EXPRESS,Texas,Night,231
4/8/00,US AIRWAYS*,Michigan,Day,140
4/8/00,ATLANTIC COAST AIRLINES,DC,Day,149
4/9/00,NORTHWEST AIRLINES,Tennessee,Day,151
4/9/00,AIRTRAN AIRWAYS,Georgia,Day,134
4/9/00,DELTA AIR LINES,Kentucky,Dusk,135
4/11/00,ALASKA AIRLINES,Washington,Night,209
4/11/00,AMERICAN AIRLINES,Texas,Day,147
4/13/00,CONTINENTAL AIRLINES,Minnesota,Night,143
4/13/00,BUSINESS,California,Day,115
4/14/00,AMERICAN AIRLINES,Texas,Day,143
4/14/00,UNITED AIRLINES,Kentucky,Night,236
4/15/00,UPS AIRLINES,Kentucky,Night,168
4/15/00,SOUTHWEST AIRLINES,Missouri,Night,255
4/16/00,MESABA AIRLINES,Michigan,Day,133
4/16/00,US AIRWAYS*,North Carolina,Day,123
4/17/00,AMERICAN AIRLINES,Illinois,Day,144
4/18/00,UNITED AIRLINES,California,Day,176
4/20/00,MILITARY,Louisiana,Day,97
4/20/00,AMERICAN AIRLINES,Georgia,Dawn,161
4/21/00,AMERICAN AIRLINES,Florida,Day,255
4/21/00,FEDEX EXPRESS,New Jersey,Night,146
4/21/00,SOUTHWEST AIRLINES,Texas,Night,253
4/22/00,AMERICA WEST AIRLINES,Indiana,Night,137
4/22/00,SOUTHWEST AIRLINES,California,Night,142
4/23/00,AMERICAN AIRLINES,Texas,Dawn,136
4/24/00,AMERICAN AIRLINES,Texas,Night,312
4/24/00,ATLANTIC COAST AIRLINES,DC,Dusk,260
4/26/00,MESA AIRLINES,Pennsylvania,Day,152
4/26/00,FEDEX EXPRESS,Tennessee,Dusk,187
4/26/00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Day,192
4/26/00,BUSINESS,Florida,Day,161
4/26/00,UPS AIRLINES,Texas,Night,203
4/26/00,ATLANTIC SOUTHEAST,Georgia,Night,199
4/27/00,UNITED AIRLINES,California,Dusk,81
4/28/00,AMERICAN AIRLINES,Missouri,Dusk,168
4/28/00,SOUTHWEST AIRLINES,Tennessee,Day,145
4/28/00,US AIRWAYS*,North Carolina,Day,142
4/28/00,US AIRWAYS*,North Carolina,Day,157
4/29/00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Day,206
4/30/00,ATLANTIC SOUTHEAST,Georgia,Night,198
4/30/00,US AIRWAYS*,Maryland,Day,148
5/1/00,SOUTHWEST AIRLINES,Missouri,Dusk,97
5/1/00,SOUTHWEST AIRLINES,Texas,Day,156
5/1/00,FEDEX EXPRESS,Tennessee,Night,205
5/1/00,AMERICAN AIRLINES,New York,Night,254
5/2/00,FEDEX EXPRESS,Tennessee,Day,151
5/2/00,FEDEX EXPRESS,Tennessee,Night,198
5/3/00,FEDEX EXPRESS,Tennessee,Day,134
5/3/00,MILITARY,Oklahoma,Day,204
5/3/00,FEDEX EXPRESS,Indiana,Night,242
5/3/00,FEDEX EXPRESS,Indiana,Night,137
5/4/00,AMERICAN AIRLINES,Illinois,Night,252
5/4/00,SOUTHWEST AIRLINES,Missouri,Dawn,154
5/4/00,UNITED AIRLINES,California,Day,119
5/4/00,BUSINESS,Georgia,Night,255
5/5/00,AMERICA WEST AIRLINES,California,Night,203
5/5/00,AMERICA WEST AIRLINES,California,Night,224
5/5/00,UPS AIRLINES,Kentucky,Night,148
5/5/00,FEDEX EXPRESS,Tennessee,Night,158
5/5/00,FEDEX EXPRESS,Tennessee,Night,216
5/6/00,FEDEX EXPRESS,New Jersey,Night,187
5/6/00,UNITED AIRLINES,DC,Day,157
5/7/00,BUSINESS,New Jersey,Night,191
5/7/00,AMERICA WEST AIRLINES,Texas,Night,214
5/7/00,AMERICAN AIRLINES,DC,Night,149
5/8/00,GOVERNMENT,Texas,Night,209
5/8/00,DELTA AIR LINES,New York,Night,204
5/8/00,AMERICA WEST AIRLINES,Arizona,Day,131
5/8/00,AMERICA WEST AIRLINES,Arizona,Day,150
5/9/00,US AIRWAYS*,Pennsylvania,Day,137
5/9/00,DELTA AIR LINES,DC,Night,148
5/9/00,US AIRWAYS*,North Carolina,Day,253
5/9/00,UPS AIRLINES,Kentucky,Day,142
5/9/00,DELTA AIR LINES,New York,Day,137
5/10/00,AMERICA WEST AIRLINES,Georgia,Night,204
5/10/00,AMERICAN AIRLINES,Texas,Day,142
5/11/00,AMERICAN AIRLINES,Texas,Day,140
5/11/00,AMERICAN AIRLINES,Texas,Dusk,155
5/12/00,US AIRWAYS*,Massachusetts,Day,161
5/14/00,TRANS WORLD AIRLINES,Minnesota,Day,255
5/14/00,ATLANTIC COAST AIRLINES,DC,Day,133
5/15/00,AMERICAN AIRLINES,Illinois,Night,252
5/15/00,AMERICAN EAGLE AIRLINES,California,Day,108
5/15/00,MESABA AIRLINES,Tennessee,Day,235
5/16/00,DELTA AIR LINES,Missouri,Day,301
5/16/00,MILITARY,Louisiana,Day,134
5/16/00,COMAIR AIRLINES,New York,Day,135
5/16/00,AMERICA WEST AIRLINES,New York,Day,174
5/16/00,AIR CANADA,DC,Day,158
5/16/00,HORIZON AIR,Oregon,Day,133
5/16/00,FEDEX EXPRESS,Indiana,Night,205
5/16/00,NORTHWEST AIRLINES,Minnesota,Night,133
5/19/00,BUSINESS,California,Day,175
5/19/00,HAWAIIAN AIR,Hawaii,Dusk,80
5/21/00,UNITED AIRLINES,Nebraska,Day,190
5/22/00,DELTA AIR LINES,Massachusetts,Day,168
5/22/00,AMERICA WEST AIRLINES,California,Night,219
5/23/00,AMERICAN AIRLINES,Pennsylvania,Dusk,141
5/24/00,MILITARY,Louisiana,Day,152
5/24/00,NORTHWEST AIRLINES,Tennessee,Day,139
5/24/00,UNITED AIRLINES,California,Day,156
5/24/00,MILITARY,New Jersey,Day,181
5/24/00,AMERICAN AIRLINES,Texas,Day,150
5/24/00,AMERICAN EAGLE AIRLINES,Texas,Day,120
5/25/00,SOUTHWEST AIRLINES,Maryland,Night,142
5/25/00,AMERICAN AIRLINES,Texas,Day,134
5/27/00,DELTA AIR LINES,Ohio,Day,117
5/28/00,PSA AIRLINES,Pennsylvania,Day,114
5/28/00,UNITED AIRLINES,California,Day,151
5/29/00,COMAIR AIRLINES,Kentucky,Day,128
5/29/00,PSA AIRLINES,Pennsylvania,Day,249
5/31/00,CONTINENTAL AIRLINES,Louisiana,Day,143
6/1/00,FEDEX EXPRESS,New Jersey,Night,228
6/2/00,AMERICAN AIRLINES,Texas,Day,141
6/2/00,TRANS WORLD AIRLINES,Louisiana,Day,132
6/3/00,US AIRWAYS*,Louisiana,Day,213
6/3/00,AMERICAN AIRLINES,Texas,Dusk,135
6/4/00,DELTA AIR LINES,Georgia,Night,214
6/5/00,DELTA AIR LINES,Georgia,Day,67
6/6/00,ATLANTIC COAST AIRLINES,DC,Day,133
6/6/00,HAWAIIAN AIR,Hawaii,Day,134
6/6/00,US AIRWAYS*,Pennsylvania,Day,144
6/7/00,DELTA AIR LINES,Kentucky,Day,139
6/7/00,AMERICAN AIRLINES,Texas,Day,147
6/8/00,DELTA AIR LINES,Florida,Day,148
6/9/00,DELTA AIR LINES,Tennessee,Day,143
6/9/00,AMERICAN AIRLINES,Illinois,Day,156
6/9/00,ASTAR AIR CARGO,Kentucky,Night,167
6/11/00,US AIRWAYS*,Massachusetts,Day,169
6/11/00,SOUTHWEST AIRLINES,Missouri,Night,159
6/12/00,GREAT LAKES AIRLINES,Colorado,Day,141
6/12/00,AMERICAN AIRLINES,Illinois,Day,141
6/13/00,MILITARY,Louisiana,Day,282
6/14/00,SOUTHWEST AIRLINES,California,Day,148
6/16/00,MILITARY,South Carolina,Day,140
6/17/00,DELTA AIR LINES,Tennessee,Day,127
6/17/00,AMERICAN AIRLINES,Tennessee,Day,103
6/20/00,COMAIR AIRLINES,Kentucky,Day,147
6/20/00,DELTA AIR LINES,Kentucky,Day,121
6/20/00,COMAIR AIRLINES,Kentucky,Day,158
6/21/00,COMAIR AIRLINES,Kentucky,Day,176
6/21/00,AMERICAN AIRLINES,Texas,Dusk,141
6/23/00,COMAIR AIRLINES,Kentucky,Day,134
6/23/00,DELTA AIR LINES,South Carolina,Day,256
6/23/00,US AIRWAYS*,Florida,Day,159
6/23/00,SKYWEST AIRLINES,Utah,Day,147
6/23/00,DELTA AIR LINES,Kentucky,Day,129
6/25/00,UNITED AIRLINES,Tennessee,Day,107
6/25/00,DELTA AIR LINES,Kentucky,Day,136
6/25/00,FEDEX EXPRESS,Tennessee,Day,192
6/25/00,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Day,108
6/25/00,AMERICAN AIRLINES,Texas,Day,101
6/26/00,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Dawn,116
6/26/00,AMERICAN EAGLE AIRLINES,Texas,Day,82
6/27/00,BUSINESS,Georgia,Day,81
6/27/00,ATLANTIC COAST AIRLINES,Illinois,Day,260
6/28/00,ATLANTIC COAST AIRLINES,DC,Day,143
6/29/00,AMERICAN AIRLINES,Texas,Day,110
6/29/00,DELTA AIR LINES,Kentucky,Day,148
6/29/00,AIR WISCONSIN AIRLINES,Illinois,Day,105
6/29/00,SOUTHWEST AIRLINES,Tennessee,Dusk,120
6/30/00,UNITED AIRLINES,Ohio,Day,227
6/30/00,FEDEX EXPRESS,Tennessee,Night,137
6/30/00,DELTA AIR LINES,New York,Day,105
7/1/00,ATLANTIC COAST AIRLINES,DC,Night,173
7/2/00,COMAIR AIRLINES,Kentucky,Day,138
7/3/00,DELTA AIR LINES,Georgia,Night,225
7/3/00,COMAIR AIRLINES,Missouri,Day,180
7/4/00,DELTA AIR LINES,Georgia,Dusk,250
7/4/00,DELTA AIR LINES,Tennessee,Day,155
7/5/00,ATLANTIC COAST AIRLINES,DC,Night,155
7/5/00,DELTA AIR LINES,Texas,Day,257
7/6/00,AMERICAN AIRLINES,Illinois,Day,147
7/6/00,EXPRESSJET (CONTINENTAL EXPRS),Texas,Day,145
7/6/00,NORTHWEST AIRLINES,Tennessee,Day,114
7/6/00,SOUTHWEST AIRLINES,Oregon,Day,134
7/6/00,AMERICAN AIRLINES,Texas,Day,155
7/7/00,MILITARY,Oklahoma,Day,153
7/7/00,GREAT LAKES AIRLINES,Colorado,Day,122
7/7/00,DELTA AIR LINES,Pennsylvania,Day,148
7/7/00,UNITED AIRLINES,Maryland,Day,183
7/7/00,US AIRWAYS*,North Carolina,Day,115
7/8/00,HORIZON AIR,Washington,Day,133
7/8/00,HORIZON AIR,California,Day,107
7/9/00,DELTA AIR LINES,Georgia,Day,140
7/9/00,SOUTHWEST AIRLINES,Missouri,Dusk,116
7/10/00,UNITED AIRLINES,DC,Day,141
7/11/00,NORTHWEST AIRLINES,Tennessee,Day,131
7/12/00,AMERICAN AIRLINES,Michigan,Dawn,112
7/12/00,AMERICAN AIRLINES,California,Day,121
7/13/00,DELTA AIR LINES,Tennessee,Day,143
7/14/00,AMERICAN AIRLINES,Illinois,Night,155
7/14/00,SOUTHWEST AIRLINES,Nebraska,Night,143
7/14/00,AMERICAN AIRLINES,Kentucky,Day,251
7/15/00,US AIRWAYS*,Pennsylvania,Day,84
7/16/00,FEDEX EXPRESS,Florida,Day,136
7/17/00,GREAT LAKES AIRLINES,Colorado,Day,118
7/18/00,BUSINESS,New Jersey,Dusk,183
7/19/00,COMAIR AIRLINES,Kentucky,Day,150
7/19/00,UPS AIRLINES,Georgia,Dawn,202
7/19/00,SOUTHWEST AIRLINES,Missouri,Day,149
7/20/00,TRANS WORLD AIRLINES,Missouri,Day,141
7/20/00,US AIRWAYS*,Kentucky,Day,148
7/21/00,TRANS WORLD AIRLINES,Missouri,Day,147
7/21/00,BUSINESS,Tennessee,Day,179
7/21/00,MILITARY,South Carolina,Dusk,190
7/21/00,CHAUTAUQUA AIRLINES,Indiana,Day,130
7/21/00,US AIRWAYS*,Kentucky,Day,105
7/22/00,US AIRWAYS*,North Carolina,Day,146
7/23/00,SKYWEST AIRLINES,Utah,Day,156
7/23/00,AMERICAN AIRLINES,Texas,Day,206
7/23/00,SOUTHWEST AIRLINES,Illinois,Day,106
7/23/00,DELTA AIR LINES,Massachusetts,Day,142
7/23/00,TRANS WORLD AIRLINES,Missouri,Day,123
7/23/00,COMAIR AIRLINES,Kentucky,Day,157
7/24/00,PIEDMONT AIRLINES,Pennsylvania,Day,113
7/24/00,AMERICAN AIRLINES,California,Day,117
7/25/00,UPS AIRLINES,Kentucky,Day,139
7/25/00,GREAT LAKES AIRLINES,Colorado,Day,114
7/25/00,US AIRWAYS*,New York,Day,161
7/26/00,UPS AIRLINES,Pennsylvania,Day,159
7/27/00,AMERICAN EAGLE AIRLINES,Texas,Day,179
7/27/00,PIEDMONT AIRLINES,North Carolina,Dawn,126
7/27/00,SOUTHWEST AIRLINES,Oklahoma,Dawn,122
7/27/00,EXECUTIVE JET AVIATION,Ohio,Day,143
